150,93.244
160,92.288
170,91.207
180,89.995
190,88.647
200,87.161
210,85.533
220,83.764
230,81.855
240,79.81
250,77.634
260,75.335
270,72.921
280,70.404
290,67.797
300,65.115
310,62.373
320,59.588
330,56.777
340,53.957
350,51.147
360,48.363
370,45.62
380,42.934
390,40.318
400,37.784
410,35.341
420,32.998
430,30.762
440,28.635
450,26.623
460,24.725
470,22.941
480,21.269
490,19.708
500,18.254
510,16.902
520,15.648
530,14.487
540,13.413
550,12.422
